id,album,name
5cchzU1igYAggOulRcD9Sn,Dukebox,Blacksong
3RibUaFtblDwDJNX08AEk3,Russell Allen's Atomic Soul,Blackout
3BD65moylQUqAEnhQCcogY,Katharsis,Last Warning
1SXaNlT88KkWotaPlJwosb,Disconnected,One
5Q964CEfbwUO0xXGrIzQoI,Ecliptica (2008 Edition),Replica
1TnmR2CWvNOxJFvXrRs9t7,Cold Winter Sun,Cold Winter Sun
5ZA54xxNigSG2bsc2try0j,The Uncrowned,Healer
3jq0ula2HD54lHumVcEx8b,The Blessed And The Damned,Burning Times
3qWmyQSoTA31BClpE4jyQq,Venus,The Collective Unconscious
166Jkc8Bbe9hJdQqGe6XVX,Lost for Life,Eventide
5THZ7kOiB7uJSIIz7yPv8Y,Divided We Fall,Live and Breathe
2syJXbgpLC88qJBQLWajTa,All I Was,You Waste Your Time
3DtFVNwlyB40V8lrbZvMnO,Brotherhood of the Snake,The Number Game
50YhFX77yQc7t9NCvqjrwq,New World Messiah,Awakening
7g3cQPQgAaFSXEJLHFsAQX,Healed By Metal,When Night Falls
6NPt00XaWeseLF2cL0pSM1,Stories,Pressure
4tW4eeqaYwieH1Y5TvZAzO,The Last Hero,Island Of Fools
5hPc5SHlbNsLAYA9ZPz6aM,Breaking the Illusion,Breaking the Illusion
6FloFNn4PeuzzXUKvsxKsA,The Heart of the Matter,Breathless
7IVhAkmr7xdgRZYc1Thrna,Dystopia,Fatal Illusion
3GM0xXSvZFcBspltFsLMS3,Into The Labyrinth,Valley of the Kings
01JszWYuKqRjddPQ4creVF,Hardwired,Hardwired
0BDhDFAVt6Z13xHLxLLuj0,Ghosts of Insanity,Ghosts of Insanity
1gk3FhAV07q9Jg77UxnVjX,ZABA,Gooey
2TUdxbIF3rpY887d8m0ZGV,Mature Themes,Baby
0UPsdEgJx6ypkfFUxD3ZHh,Nightlife,Don't Move
6K4t31amVTZDgR3sKmwUJJ,Currents,The Less I Know The Better
44DnIGEvTlhDkGv3xLSDcp,Gorilla Manor,Wide Eyes
044qU7kwVZaDwzWnRsmVVL,I See You,I Dare You
2kG5litgxXvx6ZRgwO1v7W,Little Neon Limelight,Sedona
4sCYKMatyhazyy6r2N7Hp2,Visions,Genesis
7eZyj92v6bZsoQ85MxWZsO,The Singles Collection,Lazy Eye
08HmtdAdRYiutP5WO02utw,Dreams,Burning
4kK14radw0XfwxJDPt9tnP,Lewis Del Mar,Painting (Masterpiece)
5ozIJrlaCAf3g8MMyot483,Idle Labor,After the Moment
0t2QiRkpag0fAgs9zuCPlH,Master of My Make-Believe,Disparate Youth
3pxw9Agh9VB9kyx79REpRQ,Trouble,Trouble
6dU5RxthbuaN31bRbEDlNw,Brothers,Everlasting Light
5jRJlGB5EP7HFKwYBKvlSA,Fire,Fire
0iTpQYzJnYgh7kIxyq8A2O,Veckatimest,Two Weeks
2X485T9Z5Ly0xyaghN73ed,Currents,Let It Happen
17XvbAd3K1GOjWy5uQvK2U,What Will We Be (Standard),Baby
1eyzqe2QqGZUmfcPZtrIyt,"Hurry Up, We're Dreaming",Midnight City
5oUV6yWdDM0R9Q2CizRhIt,"Oh, Inverted World",New Slang
3498wF96LsgVgMkGmJzJOC,Eyelid Movies,When I'm Small
0mBkoM8r7KAQzZij5swTUL,Walking On A Dream,Walking On A Dream
6kaPNiBCzWGzY2QoZl4PtR,Hospitality,Friends of Friends
0xxm1WskKZSCvbkGjkSMr2,"Being No One, Going Nowhere",Open Your Eyes
6M6UoxIPn4NOWW0x7JPRfv,Writer's Block,Young Folks
4ZFHITy0bAeZ3oFfvR0HaI,Heza,Put a Light On
71cUqXJ3h1r0Ees6YdENLU,Sylvan Esso,Coffee
4prEPl61C8qZpeo3IkYSMl,Manners,Sleepyhead
4j4pPKE3xAblPIbhxScC1j,Starfucker,Rawnald Gregory Erickson the Second
78ZdkvFY2GY0VXIkBcYDkY,Blood Pressures,Future Starts Slow
3X8gOyVXP93Tslnz9Bxw24,"Hissing Fauna, Are You The Destroyer?",Gronlandic Edit
0lYRAsWNDdUhGMftqH0RVG,The Names,Sister Of Pearl
41X9To0bQ4fpoSRri4NHiI,Singles,Seasons (Waiting On You)
0VnLohgzwLEleLmo19Z8B0,Cults,Go Outside
3b4GWSS7QnzRKqH0mEYcFH,The English Riviera,The Look
5YVYVuNA44FT2yVxEXOw3r,Empress,Empress
3ySxo6vRP0t9WCqhYXXMWN,The English Riviera,The Bay
0Fc8hmAuH0rHYq2Ur9t07Y,Bloom,Lazuli
0A4nmNFa3HNGiyJLGoHJUg,The Dawn Sang Along,Argonauts
0LtOwyZoSNZKJWHqjzADpW,Lonerism,Feels Like We Only Go Backwards
1kusepF3AacIEtUTYrw4GV,Kala,Paper Planes
7hm4HTk9encxT0LYC0J6oI,Is This It,Someday
40WXqoyOLAAugGmJWZU1FY,Bahamas is Afie,All The Time
2JGSZk5y65ZF79mtDz0o9r,Era Extra?a,Polish Girl
5qk1xXcERl8RW645ztqDAW,Funeral,Rebellion (Lies)
5w7ZSNKnlG4gkhxSZydh8R,Teen Dream,Zebra
0BJTbkmrB2Y4E9M8qVzbYZ,Life Of Leisure,Feel It All Around
5KeyVNymqfqac1wLDseK8v,Shrines,Fineshrine
2Ml0l8YWJLQhPrRDLpQaDM,Vampire Weekend,Oxford Comma
09eSdS5RTgyodJt3krr5AC,Three,Answer
5RoIXwyTCdyUjpMMkk4uPd,Conditions,Sweet Disposition
1spp1NXsz4rHcVaJhhndKa,Need Your Light,Water
65wx71brAmEQz66GXXF8gI,Sound & Color,Sound & Color
7qCZgvV98j6RjUULW1s1it,They Want My Soul,Inside Out
2nKAMiO5pCu1ebpnmiukcz,Con Law,"When They Fight, They Fight"
4MzGM692jKGkNSQ7qzeTaJ,Fever,Fever
24HPkbkXJsIFC4eyg63zgQ,The Sunlandic Twins,Wraith Pinned to the Mist and Other Games
3qhobDAfBcVoOWZP8Ck8R2,Ophelia,Ophelia
7pJo9G3BaTgYAxrhiENJGg,Mondo,This Head I Hold
7LZN7FkxHZk6maiN6NdI2i,Sunlit Youth,Dark Days
6ZrlXT6mUMEgomN128iekU,Wolfgang Amadeus Phoenix,Lisztomania
0hgsUnkawqDllP4OF4g9MN,California Nights,Feeling Ok
5ZrrXIYTvjXPKVQMjqaumR,Classics,Loud Pipes
2lwwrWVKdf3LR9lbbhnr6R,Good News For People Who Love Bad News,Float On
1JQiZTI59vPKwXHaU0md7I,Wincing The Night Away,Australia
3lB0GMiI5KxDbTOG8V3bOx,Rogue Waves,waves - Tame Impala Remix
5ufmXqULgMsDIDSkSaXw1E,Our Own House,Our Own House
0ieqq1wbtso2UjJWPqJ5Xc,Under The Blacklight (Standard Version),Silver Lining
07tOsOR7E9zW89v2FqzsdG,Jungle,Busy Earnin'
3pcCifdPTc2BbqmWpEhtUd,A Moon Shaped Pool,Burn the Witch
3Ni6ZPaSxnvzWTpP9chwY4,No No No,No No No
25J4d78ESH2MgAJoIakB8O,Barchords,Lost In The Light
2cmRpmO04TLaKPzmAzySYZ,This Is Happening,Dance Yrself Clean
071j0M72wZvQaNBN45onaM,Slave Ambient,Baby Missiles
2ARB3fKvRkMGhAtZuTnE5J,Big Echo,Excuses
5cwN1htZyoWqZCc33f3RfE,Broken Bells,The High Road
1kn0qoZsAYz2IEOSmWGrvX,Merriweather Post Pavilion,My Girls
2RUhtNBh43RtSg0WBPPq3m,Inside In / Inside Out,Naive
6mcxQ1Y3uQRU0IHsvdNLH1,Surfer Rosa (Remastered),Where Is My Mind?
5ftdTvmQjjsL23t7jxADfI,Brazil,Brazil
53L6A3I9vf7rgEZnMzx54E,What Went Down,Mountain At My Gates
2YxXuCdbUpil3P7tRjhW1t,Silent Alarm (U.S. Version),Banquet
1Er5JMNcguoBMFXxwZ7BWH,Fleet Foxes,White Winter Hymnal
4EwNG7uCvLEm5a6KgerCHf,Fever To Tell (Explicit Version),Maps
1fWwxmWor6QbvBeLSV428F,Seventeen,Seventeen
03qDVofuUUQSsSQCLWX0eF,Built On Glass,Gold
1bSpwPhAxZwlR2enJJsv7U,OK Computer,No Surprises
336ZYcU6poBWi3s8yzRcAD,Wounded Rhymes,I Follow Rivers
21BWdXsBx3CfHuuj36RWS5,"Can?t Let Go, Juno","Can?t Let Go, Juno"
516V4vS25xnGdVgkBWO6Wf,Since I Left You,Since I Left You
1iw4yy8dDH9TcSEcOEWVnO,Treats,Rill Rill
2BW8xmYgAXFOzULQRNxiNh,Wolfgang Amadeus Phoenix,Armistice
5CPqOpKSk0QcJ3dGdaWcRB,I See You,On Hold
3n69hLUdIsSa1WlRmjMZlW,An Awesome Wave,Breezeblocks
1XJQ0Sjvo2FPNC1mNUpmMO,Voix Grave,Voix Grave - Johannes Brecht Version
70iUrLHsC6ETdMjP0QBJfF,Day for Night,Day for Night
5ILFBWKGVySOJGFaqIOjkq,The Idea,The Idea - Frankey & Sandrino Remix
397sfkANMRKEuchzPCvlFL,Territory,Virile
0IH1o2VJMqybzQs1QeJnCM,Starlings,Starlings
6lz1wGZEYPrKjCM1d4rxZr,Dent,Hush - Original Mix
5WHVJ7MILL1r5xs8hDfJ4i,More Life,Get It Together
2VaK08wFMkSM34qwlp8uUl,Machines,All In All
6LvLkHVkbryXJMxPg8OiDe,Temporary Secretary,Temporary Secretary
4tVlAl4RX2T5Xgz1jqar09,"The Many Shades Of Soul Notes, Volume Two",On My Side
5W1qgpeS9Y7eS9FvowV8ZF,Morva,Agnus Dei
4QMkxxygJ2iDcLlJgaiPiD,Calling Home,Calling Home
28Aw78Nqng9IVq6Jpl8qrK,Lust,Lust - David Mayer Remix
79hd7QPOOQ3EPTl0GkY335,Burnin' Up,Burnin' Up
5rOEYfGwNlNUfOh3OEqXw5,Lodemann Hallucinations,Towards The Seer - Andr? Lodemann Remix
1vEq5crvEWufZrFcx3QiQY,Everyday,Strange
4qGD7uaQhKDes1s4bK6TAK,The Night Land,Loser's Hymn
2k1SL9uPgvmFxjP48lJbq0,Polarized,Polarized
7xD4KYGo0knc5AOajv8aiw,Walk to 159,Walk to 159
1rEd19h2JPWpcCWlYZUTeU,Best Part of Us,Best Part of Us (Instrumental)
1LPGNTuBxFsfy0KFtU4WAW,For Club Play Only Part 4,Worship
7nqyqySSbrCoFyZ5ll9gNM,Gro?stadtm?rchen,Warschauer Stra?e - Original Version
2t1BSibONZjORicjEzCbx6,215 In The East,When Coasts Collide - Original mix
2pOaeeEj3eSRMMLlftPNHX,Diynamic Revisited (By David August),Last Day - David August Revision
26PDsEYyfRR5JtJGkCDxBb,Invidia EP,Invidia - Original Mix
1dMSwCHMxUVRFwR5OyRasG,Full Time EP,Keep It Down - Original Mix
75h4pX6dTRORSnkhr4CHfh,Yourself,Yourself
4uu21WMiaC3h8x8nonpR5l,Postgalactic II,Le Cap
6mCtb2DhFHqWtc1PtusRQX,Watergate X,Talking to the Birds - Original
7ELPhq6TvOyaCuXDaTWeEC,Melt,Melt
6AXUbT2OLpXFQpbBYRfr3m,Solaris EP,Solaris
3MVHMYlg4JUTMw8XlZgoFb,Four to the Floor 08,Zulu
4R1AbCs2wEu4e6j7FB7sRZ,The Touch,The Touch
5foLxwaC1yXWKK9w8QKJBn,Running Hot EP,Running Hot
4PUQS0BErc1UgfSIhHtqcW,For Eternity,For Eternity (Love Over Entropy Remix)
1rW7vgnP0Ceg9ic9GS1DnO,Who You Are,Who You Are
2vDJo6ZQxaFq5LGRpB4Ehi,Mangroove,Pisco
4Rku2AG9dWtoEnDfg0vbmg,The Mule EP,The Mule
6E5ubTPMIcS9m248Aj07k4,Hushle,Hushle - Bebetta Remix
5YoXZDoybXhQaHWZOLozhZ,Flow,Flow
7MaR5KkmUM6nOBXY7R6Cdx,Kellerkind - Fideles,Shakti Pan (feat. Sven)
3LcknqF77tB6aujEAEVjX2,The Story About You,Doobies - Original Mix
1cSpFAYDTVByFxsOxhHLlL,Les jours paresseux - part un,Someone Like You - Original Mix
7DYiXlPqusWb76Yjn3HISX,One EP,One - Karl Friedrich Remix
7lThKz6CQMfz50qGZLmj8L,My Love,Dolce
0RqepMoZlBKhSJX0BZvjJc,Seconds of Light,Seconds of Light
5WZD4aZbU5KwGPzEs9Zu6A,Maximum Joy Part 2,Awaken
5DMwA0QNdTiQIfwnCck8uW,Moorthon EP,Moorthon II
3zHdvkPiCg71qAnG52pHIt,Forbidden,Look Closer
3Bz8uankAjdjbYwXyOxYS7,Life Index,The Feelin'
640YdbqkE4UriiITaGAZjG,Music On EP,Music On
16IUsLDKVsxzzKq0KSgWbS,Just Escape,Just Escape - Justin Martin Remix
7tKQhWW0S8GLHxzCsoMuHr,Last Call EP,Last Call - Karmon Remix
0of84bemU8GetwxbkgY114,Don't Come Home EP,Don't Come Home - The Revenge Remix
7aIIEZi4zigYSc5W4xP2tX,D?dskallar Och Korallrev,Mogadishu - Original Mix
6SJn6nuaDiOl3HIq3fNC1X,3000,Do to Me
2o9fz1ALwGI65oMzueYMUI,Acamar EP,Acamar
0PSi9oaFxlfnb7wYwXnu2t,Complex,Complex - Serge Devant Remix
5JQOYelqf9Dou21Nr0ggXk,Mami Wata EP,Soak It
3xONR6I5QGWYD3mTJG1q9V,Talespin EP,Panorama - Original Mix
73Z2ZIL6IJPTAQyLZK5C5V,Sparta,Sparta - Original Mix
25bVDGhgVDhiOO1uaP60uv,Ritual,Revelation
0qrak3LOoUwG3LJxQVjgqI,Aurora,AURORA - Original Mix
1IbNYr8ByXsgwGbmOxLBXP,Friends,Friends
4ZWoFBwQyR3Ee9rkqNYt6X,Hydrae,Hydrae
6xUWo0j2fFn4k4zg4qACJm,Secrets & Lies,Secrets & Lies
54J2inxSsT45PPTCDJEaMr,Tireless,Tireless
2upjPXCYscwhOgazz6Remz,L'uomo d'affari / Italove,Italove
07argueeFtCQCQWyTSgvrZ,Fixi,Laos - Original Mix
42RDQMLJJN4ilKdHLY7dxA,Childhood,Childhood - Original Mix
42LixNzVt4Sahc7nbuib2Z,Never Been In Love,Never Been In Love (Part III)
6xHe6WX8MvTmnUhbjO7lJy,Meridian 2016,What's Your Number - Swag FM Mix
5gOJxDDQxSzHdhJms02IWW,Citron vert EP,Tendresse
0Q6Zry5Jwt1D7HPDvAnQU1,PH?ENIX,PH?ENIX
5IuTWtuZ2yG5sxUFYpNc62,Secret Weapons Part 8,Necessity
1OXfYPT2CYSkwXsok84StZ,Soul Patrol EP,Soul Patrol
390XcjdGFL4WB6j0yzqzrR,Where Eye,Where Eye - Original Mix
6yS1nkZFsQAx0qSqCc7gve,This Story Until Now,Dawn - Green Mix
582Jhj7XimzSYRhv63EX4x,Ortygia EP,Ortygia - Love Over Entropy Repatterning
06CbDIpedDzxwuruPmQsEN,Got Me Feeling,Got Me Feeling
5vJBQOnW6oIHAyKci8D6lE,EEE,Relaxation
1M0d1zJCH9G5UbXXHUBtli,Before Time Altered Them,Sea Of Steps
7nInKQldBvJV5uEquNMPrC,Runes #1,Trevor C. Belmont
7uRRcR7qb7nJSaLfSQlWiL,You Got to Love Me,You Got to Love Me
1IQLF1Nk1IqDChz1wV6CU4,Odd EP,Chrome - Original Mix
2NqJTBDFwueP6FhxyhAdYY,Woo,Verso
1HbBjivKSEOBUhp74a1e9N,Dvala,Valv
3JAh3I2jgBrRmQ8pHvLwGI,Divisions Chirality,Chirality
4bM1piaebZzqD9wEo2EmvP,Love Apparel,Love Apparel - Axel Boman remix
4bYgLxe51TQpmmTX0Kit6K,Trust Me,Trust Me - Radio Edit (Feat. Robyn)
6HdgJBpLP9fYh1dzKykKLU,Vermillion,Vermillion - Agoria Remix
38YG2VoGqYmaPjAqfozhyz,Felt This (feat. Brittany Foster),Felt This (Original Mix) (feat. Brittany Foster)
1TwLKNsCnhi1HxbIi4bAW0,Montevallo,House Party
5HJId22hZ2IvFnvNSy6ZbE,Black,Different For Girls
6eJBihAzTWRxvvjJWuRQXM,If I'm Honest,Go Ahead and Break My Heart (feat. Gwen Stefani)
0CexLaYHQrvcTZZb8Ra54e,Star Of The Show,Star Of The Show
1MTEImRXVeL8VTDSDbgW6V,Ignite the Night (Party Edition),Carolina Can
3UZ9aPaYlBBlAvpdh3kK0U,This One's for You,Hurricane
1zWZvrk13cL8Sl3VLeG57F,Tangled Up,T-Shirt
0adTN3vBO3pimO3yfxm9vg,My Kinda Party,Dirt Road Anthem
0xwPzLmBAYro8BUz7MrtAo,Montevallo,Make You Miss Me
2WaOQWSv0D1tZNxyLvnGAI,The First Time,Yeah Boy
6nUKELHbV6Tdj5OuQbksKH,Kill The Lights,"Huntin', Fishin' And Lovin' Every Day"
1R9FxlRkvKtt36dtTHs93X,Head Over Boots,Head Over Boots
2d4HekYxv0MavPQcdKwwqH,Ready Set Roll,Ready Set Roll
1XazlqB4YAtvouCmJPWXlM,Illinois,Wanna Be That Song
57EH1IvuQYjfvUQOGTypd4,I'm Comin' Over,I'm Comin' Over
5w8uDsvIX6Q2xJFUF99P60,Up All Night,Somethin' 'Bout A Truck
3wx2kQWPn9p5UppQbNhPAk,Montevallo,Leave The Night On
0JCjhCdqvVQ8am5x689TL0,Ignite the Night,Gonna Wanna Tonight
6WCqjXvMxAN2yP4dzeoyhF,About To Get Real,Baby Be My Love Song
19PJf5HzeiVW0mdk82Swmn,H.O.L.Y.,H.O.L.Y.
6wycnu8FWXsj68ig7BEot9,Ripcord,Blue Ain't Your Color
3un2KQUaQ2brEpd8dK93wI,Bring You Back,Beat Of The Music
3M31S6f0z8S3nkFh3eS06W,High Noon,Drink to That All Night
2IDZZPDo5t7E5PE8Gv2I28,Ignite the Night (Party Edition),Ride (feat. Macy Maloy)
2KklDCzQYLA5YtOL3lbQbH,Anything Goes,Dirt
0uRlP6bHbSgBGklmaCMqG7,Crickets,Yeah
4nrtux8xl5lYegU8II5rAQ,Montevallo,Single For The Summer
60hGQrn24APqEFSLObLeDc,Two Lanes Of Freedom,Highway Don't Care
68A4qiCqD9y39N3WNEsJVD,How Country Feels,How Country Feels
4pXQMKhsrOabXRdc0ZjoUE,Old Dominion,Nowhere Fast
5jROdl6MhcmP3O7h2sVgtw,Traveller,Parachute
46ZfPS5VpSQVU5gb82hg3K,Anything Goes,Anything Goes
7L8zhGCm45v984vCmYBS1x,Chief,Springsteen
2a3KlwRjbAFPYMV2sdzsFM,RISER,Drunk On A Plane
03fT3OHB9KyMtGMt2zwqCT,Crash My Party,Play It Again
4U5DDEuYdoMm4Xv9yklrWu,Yours,Yours
7DEgL4rErTwjrsxLMlUVhf,They Don't Know,Any Ol' Barstool
5ARuoJ6sMbMRvvGU9Ft18z,Don't It,Don't It
3X33opT0KHbkadEKmBPyPD,Thomas Rhett EP,Make Me Wanna
61jWRBNxdM3sO5oKLwZV9y,El Rio,You'll Accomp'ny Me
7CL6oaDC9d0QXFMQRkNBmy,How Country Feels,Runnin' Outta Moonlight
0cV4xwUA4ue2deqq4CZFko,Tailgates & Tanlines,I Don't Want This Night to End
0AdjJ2SaOeb5bPJ67nDbsW,From The Ground Up,From the Ground Up
5kNe7PE09d6Kvw5pAsx23n,Tangled Up,Die A Happy Man
6rqxivjFHp8K0yMiefG56g,Stay A Little Longer,Stay A Little Longer
5LPkLveErawyu1XDAGXHOj,Just As I Am,One Hell Of An Amen
2cuGAe3C8BHJN57JASaS3P,May We All,May We All
1uhaXll708Tq7NDwu7fJBd,"Old Boots, New Dirt",Gonna Know We Were Here
1S1u0ausWGi2msWnuQgTCY,It Goes Like This,It Goes Like This
